Date,Value,Value_Classification,BTC_Closing,BTC_Volume
2020-09-25,46.0,Fear,10692.716796875,39348590957
2020-09-26,45.0,Fear,10750.7236328125,46852525493
2020-09-27,47.0,Neutral,10775.26953125,53745972818
2020-09-28,43.0,Fear,10709.65234375,47762394731
2020-09-29,45.0,Fear,10844.640625,46582396602
2020-09-30,49.0,Neutral,10784.4912109375,44171073700
2020-10-01,45.0,Fear,10619.4521484375,40023134100
2020-10-02,41.0,Fear,10575.974609375,48661453918
2020-10-03,40.0,Fear,10549.3291015625,44660271563
2020-10-04,42.0,Fear,10669.5830078125,71251776995
2020-10-05,42.0,Fear,10793.33984375,47537578009
2020-10-06,47.0,Neutral,10604.40625,42623695307
2020-10-07,43.0,Fear,10668.96875,37799458436
2020-10-08,46.0,Fear,10915.685546875,63314794397
2020-10-09,48.0,Neutral,11064.4580078125,22799117613
2020-10-10,53.0,Neutral,11296.361328125,22877978588
2020-10-11,55.0,Greed,11384.181640625,19968627060
2020-10-12,52.0,Neutral,11555.36328125,26163972642
2020-10-13,56.0,Greed,11425.8994140625,24241420251
2020-10-14,53.0,Neutral,11429.5068359375,24103426719
2020-10-15,56.0,Greed,11495.349609375,24487233058
2020-10-16,52.0,Neutral,11322.123046875,25635480772
2020-10-17,56.0,Greed,11358.1015625,19130430174
2020-10-18,55.0,Greed,11483.359375,18283314340
2020-10-19,55.0,Greed,11742.037109375,23860769928
2020-10-20,56.0,Greed,11916.3349609375,30915821592
2020-10-21,61.0,Greed,12823.689453125,43414712626
2020-10-22,73.0,Greed,12965.8916015625,34729759598
2020-10-23,74.0,Greed,12931.5390625,28974975003
2020-10-24,73.0,Greed,13108.0625,24542317940
2020-10-25,76.0,Extreme Greed,13031.173828125,24406920575
2020-10-26,75.0,Greed,13075.248046875,29461458313
2020-10-27,61.0,Greed,13654.21875,33749878156
2020-10-28,70.0,Greed,13271.28515625,35867318895
2020-10-29,67.0,Greed,13437.8828125,56499499598
2020-10-30,74.0,Greed,13546.5224609375,30581485201
2020-10-31,73.0,Greed,13780.9951171875,30306464719
2020-11-01,72.0,Greed,13737.109375,24453857900
2020-11-02,71.0,Greed,13550.4892578125,30771455468
2020-11-03,71.0,Greed,13950.30078125,29869951617
2020-11-04,74.0,Greed,14133.70703125,35116364962
2020-11-05,72.0,Greed,15579.8486328125,40856321439
2020-11-06,90.0,Extreme Greed,15565.880859375,39837841971
2020-11-07,88.0,Extreme Greed,14833.75390625,35024953706
2020-11-08,82.0,Extreme Greed,15479.5673828125,26632075029
2020-11-09,90.0,Extreme Greed,15332.3154296875,34149115566
2020-11-10,90.0,Extreme Greed,15290.90234375,25574938143
2020-11-11,86.0,Extreme Greed,15701.33984375,29772374934
2020-11-12,87.0,Extreme Greed,16276.34375,34175758344
2020-11-13,89.0,Extreme Greed,16317.80859375,31599492172
2020-11-14,90.0,Extreme Greed,16068.138671875,27481710135
2020-11-15,86.0,Extreme Greed,15955.587890625,23653867583
2020-11-16,90.0,Extreme Greed,16716.111328125,31526766675
2020-11-17,86.0,Extreme Greed,17645.40625,39006849170
2020-11-18,91.0,Extreme Greed,17804.005859375,49064800278
2020-11-19,94.0,Extreme Greed,17817.08984375,36985055355
2020-11-20,86.0,Extreme Greed,18621.314453125,36992873940
2020-11-21,91.0,Extreme Greed,18642.232421875,39650210707
2020-11-22,94.0,Extreme Greed,18370.001953125,41280434226
2020-11-23,90.0,Extreme Greed,18364.12109375,42741112308
2020-11-24,88.0,Extreme Greed,19107.46484375,51469565009
2020-11-25,94.0,Extreme Greed,18732.12109375,43710357371
2020-11-26,93.0,Extreme Greed,17150.623046875,61396835737
2020-11-27,86.0,Extreme Greed,17108.40234375,38886494645
2020-11-28,87.0,Extreme Greed,17717.4140625,32601040734
2020-11-29,89.0,Extreme Greed,18177.484375,31133957704
2020-11-30,88.0,Extreme Greed,19625.8359375,47728480399
2020-12-01,95.0,Extreme Greed,18802.998046875,49633658712
2020-12-02,92.0,Extreme Greed,19201.091796875,37387697139
2020-12-03,92.0,Extreme Greed,19445.3984375,31930317405
2020-12-04,92.0,Extreme Greed,18699.765625,33872388058
2020-12-05,93.0,Extreme Greed,19154.23046875,27242455064
2020-12-06,95.0,Extreme Greed,19345.12109375,25293775714
2020-12-07,94.0,Extreme Greed,19191.630859375,26896357742
2020-12-08,95.0,Extreme Greed,18321.14453125,31692288756
2020-12-09,86.0,Extreme Greed,18553.916015625,34420373071
2020-12-10,94.0,Extreme Greed,18264.9921875,25547132265
2020-12-11,89.0,Extreme Greed,18058.904296875,27919640985
2020-12-12,90.0,Extreme Greed,18803.65625,21752580802
2020-12-13,91.0,Extreme Greed,19142.3828125,25450468637
2020-12-14,95.0,Extreme Greed,19246.64453125,22473997681
2020-12-15,91.0,Extreme Greed,19417.076171875,26741982541
2020-12-16,92.0,Extreme Greed,21310.59765625,44409011479
2020-12-17,92.0,Extreme Greed,22805.162109375,71378606374
2020-12-18,95.0,Extreme Greed,23137.9609375,40387896275
2020-12-19,93.0,Extreme Greed,23869.83203125,38487546580
2020-12-20,92.0,Extreme Greed,23477.294921875,37844228422
2020-12-21,92.0,Extreme Greed,22803.08203125,45852713981
2020-12-22,88.0,Extreme Greed,23783.029296875,44171632681
2020-12-23,93.0,Extreme Greed,23241.345703125,51146161904
2020-12-24,86.0,Extreme Greed,23735.94921875,41080759713
2020-12-25,94.0,Extreme Greed,24664.791015625,42068395846
2020-12-26,93.0,Extreme Greed,26437.037109375,48332647295
2020-12-27,91.0,Extreme Greed,26272.294921875,66479895605
2020-12-28,92.0,Extreme Greed,27084.80859375,49056742893
2020-12-29,91.0,Extreme Greed,27362.4375,45265946774
2020-12-30,91.0,Extreme Greed,28840.953125,51287442704
2020-12-31,95.0,Extreme Greed,29001.720703125,46754964848
2021-01-01,94.0,Extreme Greed,29374.15234375,40730301359
2021-01-02,94.0,Extreme Greed,32127.267578125,67865420765
2021-01-03,93.0,Extreme Greed,32782.0234375,78665235202
2021-01-04,94.0,Extreme Greed,31971.9140625,81163475344
2021-01-05,93.0,Extreme Greed,33992.4296875,67547324782
2021-01-06,95.0,Extreme Greed,36824.36328125,75289433811
2021-01-07,91.0,Extreme Greed,39371.04296875,84762141031
2021-01-08,93.0,Extreme Greed,40797.609375,88107519480
2021-01-09,93.0,Extreme Greed,40254.546875,61984162837
2021-01-10,94.0,Extreme Greed,38356.44140625,79980747690
2021-01-11,90.0,Extreme Greed,35566.65625,123320567399
2021-01-12,84.0,Extreme Greed,33922.9609375,74773277909
2021-01-13,78.0,Extreme Greed,37316.359375,69364315979
2021-01-14,83.0,Extreme Greed,39187.328125,63615990033
2021-01-15,88.0,Extreme Greed,36825.3671875,67760757881
2021-01-16,84.0,Extreme Greed,36178.140625,57706187875
2021-01-17,79.0,Extreme Greed,35791.27734375,52359854336
2021-01-18,79.0,Extreme Greed,36630.07421875,49511702429
2021-01-19,80.0,Extreme Greed,36069.8046875,57244195486
2021-01-20,78.0,Extreme Greed,35547.75,66834573161
2021-01-21,75.0,Greed,30825.69921875,75643067688
2021-01-22,40.0,Fear,33005.76171875,77207272511
2021-01-23,74.0,Greed,32067.642578125,48354737975
2021-01-24,70.0,Greed,32289.37890625,48643830599
2021-01-25,74.0,Greed,32366.392578125,59897054838
2021-01-26,71.0,Greed,32569.849609375,60255421470
2021-01-27,78.0,Extreme Greed,30432.546875,62576762015
2021-01-28,55.0,Greed,33466.09765625,76517157706
2021-01-29,77.0,Extreme Greed,34316.38671875,117894572511
2021-01-30,76.0,Extreme Greed,34269.5234375,65141828798
2021-01-31,78.0,Extreme Greed,33114.359375,52754542671
2021-02-01,77.0,Extreme Greed,33537.17578125,61400400660
2021-02-02,76.0,Extreme Greed,35510.2890625,63088585433
2021-02-03,78.0,Extreme Greed,37472.08984375,61166818159
2021-02-04,80.0,Extreme Greed,36926.06640625,68838074392
2021-02-05,81.0,Extreme Greed,38144.30859375,58598066402
2021-02-06,84.0,Extreme Greed,39266.01171875,71326033653
2021-02-07,86.0,Extreme Greed,38903.44140625,65500641143
2021-02-08,83.0,Extreme Greed,46196.46484375,101467222687
2021-02-09,95.0,Extreme Greed,46481.10546875,91809846886
2021-02-10,92.0,Extreme Greed,44918.18359375,87301089896
2021-02-11,93.0,Extreme Greed,47909.33203125,81388911810
2021-02-12,92.0,Extreme Greed,47504.8515625,76555041196
2021-02-13,92.0,Extreme Greed,47105.515625,70250456155
2021-02-14,95.0,Extreme Greed,48717.2890625,71248675228
2021-02-15,93.0,Extreme Greed,47945.05859375,77069903166
2021-02-16,95.0,Extreme Greed,49199.87109375,77049582886
2021-02-17,95.0,Extreme Greed,52149.0078125,80820545404
2021-02-18,91.0,Extreme Greed,51679.796875,52054723579
2021-02-19,93.0,Extreme Greed,55888.1328125,63495496918
2021-02-20,91.0,Extreme Greed,56099.51953125,68145460026
2021-02-21,91.0,Extreme Greed,57539.9453125,51897585191
2021-02-22,94.0,Extreme Greed,54207.3203125,92052420332
2021-02-23,94.0,Extreme Greed,48824.42578125,106102492824
2021-02-24,76.0,Extreme Greed,49705.33203125,63695521388
2021-02-25,79.0,Extreme Greed,47093.8515625,54506565949
2021-02-26,55.0,Greed,46339.76171875,350967941479
2021-02-27,56.0,Greed,46188.453125,45910946382
2021-02-28,55.0,Greed,45137.76953125,53443887451
2021-03-01,38.0,Fear,49631.2421875,53891300112
2021-03-02,78.0,Extreme Greed,48378.98828125,47530897720
2021-03-03,78.0,Extreme Greed,50538.2421875,53220811975
2021-03-04,84.0,Extreme Greed,48561.16796875,52343816680
2021-03-05,77.0,Extreme Greed,48927.3046875,48625928883
2021-03-06,77.0,Extreme Greed,48912.3828125,34363564661
2021-03-07,76.0,Extreme Greed,51206.69140625,43137459378
2021-03-08,81.0,Extreme Greed,52246.5234375,48597428048
2021-03-09,81.0,Extreme Greed,54824.1171875,50912227385
2021-03-10,68.0,Greed,56008.55078125,57295577614
2021-03-11,73.0,Greed,57805.12109375,56772343595
2021-03-12,70.0,Greed,57332.08984375,55689944702
2021-03-13,74.0,Greed,61243.0859375,60669829814
2021-03-14,78.0,Extreme Greed,59302.31640625,43901225564
2021-03-15,76.0,Extreme Greed,55907.19921875,66419369890
2021-03-16,71.0,Greed,56804.90234375,59749798599
2021-03-17,71.0,Greed,58870.89453125,60258313191
2021-03-18,72.0,Greed,57858.921875,55746041000
2021-03-19,71.0,Greed,58346.65234375,49063873786
2021-03-20,75.0,Greed,58313.64453125,50361731222
2021-03-21,73.0,Greed,57523.421875,51943414539
2021-03-22,70.0,Greed,54529.14453125,56521454974
2021-03-23,66.0,Greed,54738.9453125,56435023914
2021-03-24,65.0,Greed,52774.265625,70567223787
2021-03-25,60.0,Greed,51704.16015625,67999812841
2021-03-26,54.0,Neutral,55137.3125,56652197978
2021-03-27,65.0,Greed,55973.51171875,47266542233
2021-03-28,74.0,Greed,55950.74609375,47686580918
2021-03-29,72.0,Greed,57750.19921875,57625587027
2021-03-30,72.0,Greed,58917.69140625,54414116432
2021-03-31,76.0,Extreme Greed,58918.83203125,65520826225
2021-04-01,74.0,Greed,59095.80859375,61669163792
2021-04-02,74.0,Greed,59384.3125,58727860620
2021-04-03,73.0,Greed,57603.890625,59641344484
2021-04-04,74.0,Greed,58758.5546875,50749662970
2021-04-05,71.0,Greed,59057.87890625,60706272115
2021-04-06,75.0,Greed,58192.359375,66058027988
2021-04-07,72.0,Greed,56048.9375,75645303584
2021-04-08,73.0,Greed,58323.953125,53053855641
2021-04-09,70.0,Greed,58245.00390625,46655208546
2021-04-10,70.0,Greed,59793.234375,58238470525
2021-04-11,76.0,Extreme Greed,60204.96484375,46280252580
2021-04-12,74.0,Greed,59893.453125,51828688519
2021-04-13,74.0,Greed,63503.45703125,69983454362
2021-04-14,75.0,Greed,63109.6953125,77451779687
2021-04-15,79.0,Extreme Greed,63314.01171875,60954381579
2021-04-16,78.0,Extreme Greed,61572.7890625,84293007468
2021-04-17,76.0,Extreme Greed,60683.8203125,66138759198
2021-04-18,79.0,Extreme Greed,56216.18359375,97468872758
2021-04-19,74.0,Greed,55724.265625,65344865159
2021-04-20,73.0,Greed,56473.03125,67849323955
2021-04-21,73.0,Greed,53906.08984375,54926612466
2021-04-22,65.0,Greed,51762.2734375,74798630778
2021-04-23,55.0,Greed,51093.65234375,86668667320
2021-04-24,37.0,Fear,50050.8671875,49014494781
2021-04-25,31.0,Fear,49004.25390625,46117114240
2021-04-26,27.0,Fear,54021.75390625,58284039825
2021-04-27,50.0,Neutral,55033.1171875,49448222757
2021-04-28,59.0,Greed,54824.703125,48000572955
2021-04-29,52.0,Neutral,53555.109375,46088929780
2021-04-30,51.0,Neutral,57750.17578125,52395931985
2021-05-01,68.0,Greed,57828.05078125,42836427360
2021-05-02,66.0,Greed,56631.078125,38177405335
2021-05-03,61.0,Greed,57200.29296875,51713139031
2021-05-04,68.0,Greed,53333.5390625,68564706967
2021-05-05,48.0,Neutral,57424.0078125,69241316747
2021-05-06,65.0,Greed,56396.515625,69523285106
2021-05-07,64.0,Greed,57356.40234375,68434023376
2021-05-08,67.0,Greed,58803.77734375,65382980634
2021-05-09,73.0,Greed,58232.31640625,65906690347
2021-05-10,72.0,Greed,55859.796875,71776546298
2021-05-11,61.0,Greed,56704.57421875,61308396325
2021-05-12,68.0,Greed,49150.53515625,75215403907
2021-05-13,31.0,Fear,49716.19140625,96721152926
2021-05-14,26.0,Fear,49880.53515625,55737497453
2021-05-15,27.0,Fear,46760.1875,59161047474
2021-05-16,20.0,Extreme Fear,46456.05859375,64047871555
2021-05-17,27.0,Fear,43537.51171875,74903638450
2021-05-18,21.0,Extreme Fear,42909.40234375,56187365084
2021-05-19,23.0,Extreme Fear,37002.44140625,126358098747
2021-05-20,11.0,Extreme Fear,40782.73828125,88281943359
2021-05-21,19.0,Extreme Fear,37304.69140625,82051616861
2021-05-22,12.0,Extreme Fear,37536.6328125,57377273240
2021-05-23,14.0,Extreme Fear,34770.58203125,78469274361
2021-05-24,10.0,Extreme Fear,38705.98046875,67359584098
2021-05-25,22.0,Extreme Fear,38402.22265625,56211915803
2021-05-26,22.0,Extreme Fear,39294.19921875,51346735160
2021-05-27,27.0,Fear,38436.96875,43210968721
2021-05-28,21.0,Extreme Fear,35697.60546875,55200191952
2021-05-29,18.0,Extreme Fear,34616.06640625,45231013335
2021-05-30,10.0,Extreme Fear,35678.12890625,31646080921
2021-05-31,18.0,Extreme Fear,37332.85546875,39009847639
2021-06-01,20.0,Extreme Fear,36684.92578125,34639423297
2021-06-02,23.0,Extreme Fear,37575.1796875,33070867190
2021-06-03,24.0,Extreme Fear,39208.765625,35460750427
2021-06-04,27.0,Fear,36894.40625,41831090187
2021-06-05,24.0,Extreme Fear,35551.95703125,35959473399
2021-06-06,17.0,Extreme Fear,35862.37890625,28913440585
2021-06-07,15.0,Extreme Fear,33560.70703125,33683936663
2021-06-08,13.0,Extreme Fear,33472.6328125,49902050442
2021-06-09,14.0,Extreme Fear,37345.12109375,53972919008
2021-06-10,21.0,Extreme Fear,36702.59765625,43576032854
2021-06-11,21.0,Extreme Fear,37334.3984375,38699736985
2021-06-12,28.0,Fear,35552.515625,37924228550
2021-06-13,23.0,Extreme Fear,39097.859375,40669112838
2021-06-14,28.0,Fear,40218.4765625,43148914673
2021-06-15,38.0,Fear,40406.26953125,46420149185
2021-06-16,33.0,Fear,38347.0625,39211635100
2021-06-17,26.0,Fear,38053.50390625,37096670047
2021-06-18,25.0,Extreme Fear,35787.24609375,36200887275
2021-06-19,23.0,Extreme Fear,35615.87109375,31207279719
2021-06-20,21.0,Extreme Fear,35698.296875,36664034054
2021-06-21,23.0,Extreme Fear,31676.693359375,52809038594
2021-06-22,10.0,Extreme Fear,32505.66015625,58964353058
2021-06-23,14.0,Extreme Fear,33723.02734375,46317108925
2021-06-24,22.0,Extreme Fear,34662.4375,33123368116
2021-06-25,27.0,Fear,31637.779296875,40230904226
2021-06-26,20.0,Extreme Fear,32186.27734375,38585385521
2021-06-27,22.0,Extreme Fear,34649.64453125,35511640894
2021-06-28,25.0,Extreme Fear,34434.3359375,33892523752
2021-06-29,25.0,Extreme Fear,35867.77734375,37901460044
2021-06-30,28.0,Fear,35040.8359375,34059036099
2021-07-01,28.0,Fear,33572.1171875,37838957079
2021-07-02,21.0,Extreme Fear,33897.046875,38728974942
2021-07-03,24.0,Extreme Fear,34668.546875,24383958643
2021-07-04,27.0,Fear,35287.78125,24924307911
2021-07-05,29.0,Fear,33746.00390625,26721554282
2021-07-06,20.0,Extreme Fear,34235.1953125,26501259870
2021-07-07,28.0,Fear,33855.328125,24796027477
2021-07-08,20.0,Extreme Fear,32877.37109375,29910396946
2021-07-09,20.0,Extreme Fear,33798.01171875,27436021028
2021-07-10,20.0,Extreme Fear,33520.51953125,22971873468
2021-07-11,20.0,Extreme Fear,34240.1875,20108729370
2021-07-12,25.0,Extreme Fear,33155.84765625,24321499537
2021-07-13,20.0,Extreme Fear,32702.025390625,19120856669
2021-07-14,21.0,Extreme Fear,32822.34765625,21376531210
2021-07-15,20.0,Extreme Fear,31780.73046875,21300524237
2021-07-16,22.0,Extreme Fear,31421.5390625,23699476918
2021-07-17,15.0,Extreme Fear,31533.068359375,18895018942
2021-07-18,19.0,Extreme Fear,31796.810546875,18787986667
2021-07-19,24.0,Extreme Fear,30817.83203125,20434789545
2021-07-20,19.0,Extreme Fear,29807.34765625,23148267245
2021-07-21,10.0,Extreme Fear,32110.693359375,28203024559
2021-07-22,21.0,Extreme Fear,32313.10546875,19555230518
2021-07-23,23.0,Extreme Fear,33581.55078125,22552046192
2021-07-24,22.0,Extreme Fear,34292.4453125,21664706865
2021-07-25,27.0,Fear,35350.1875,20856685287
2021-07-26,26.0,Fear,37337.53515625,51022126212
2021-07-27,32.0,Fear,39406.94140625,35097370560
2021-07-28,50.0,Neutral,39995.90625,38702404695
2021-07-29,50.0,Neutral,40008.421875,27167146027
2021-07-30,53.0,Neutral,42235.546875,33072782960
2021-07-31,60.0,Greed,41626.1953125,25802845343
2021-08-01,60.0,Greed,39974.89453125,26688438115
2021-08-02,48.0,Neutral,39201.9453125,25595265436
2021-08-03,48.0,Neutral,38152.98046875,26189830450
2021-08-04,42.0,Fear,39747.50390625,25372562724
2021-08-05,50.0,Neutral,40869.5546875,35185031017
2021-08-06,52.0,Neutral,42816.5,38226483046
2021-08-07,69.0,Greed,44555.80078125,40030862141
2021-08-08,74.0,Greed,43798.1171875,36302664750
2021-08-09,65.0,Greed,46365.40234375,38734079049
2021-08-10,71.0,Greed,45585.03125,33546019517
2021-08-11,70.0,Greed,45593.63671875,34319709073
2021-08-12,70.0,Greed,44428.2890625,33723620826
2021-08-13,70.0,Greed,47793.3203125,31744259539
2021-08-14,76.0,Extreme Greed,47096.9453125,31211354442
2021-08-15,71.0,Greed,47047.00390625,30988958446
2021-08-16,72.0,Greed,46004.484375,32776876610
2021-08-17,72.0,Greed,44695.359375,33451362600
2021-08-18,73.0,Greed,44801.1875,32194123075
2021-08-19,70.0,Greed,46717.578125,37204312299
2021-08-20,70.0,Greed,49339.17578125,34706867452
2021-08-21,78.0,Extreme Greed,48905.4921875,40585205312
2021-08-22,76.0,Extreme Greed,49321.65234375,25370975378
2021-08-23,79.0,Extreme Greed,49546.1484375,34305053719
2021-08-24,79.0,Extreme Greed,47706.1171875,35361168834
2021-08-25,73.0,Greed,48960.7890625,32646349931
2021-08-26,75.0,Greed,46942.21875,32666549568
2021-08-27,71.0,Greed,49058.66796875,34511076995
2021-08-28,78.0,Extreme Greed,48902.40234375,28568103401
2021-08-29,72.0,Greed,48829.83203125,25889650240
2021-08-30,73.0,Greed,47054.984375,31847007016
2021-08-31,73.0,Greed,47166.6875,34730363427
2021-09-01,71.0,Greed,48847.02734375,39139399125
2021-09-02,74.0,Greed,49327.72265625,39508070319
2021-09-03,74.0,Greed,50025.375,43206179619
2021-09-04,72.0,Greed,49944.625,37471327794
2021-09-05,73.0,Greed,51753.41015625,30322676319
2021-09-06,79.0,Extreme Greed,52633.53515625,38884105426
2021-09-07,79.0,Extreme Greed,46811.12890625,65210059683
2021-09-08,47.0,Neutral,46091.390625,49007762488
2021-09-09,45.0,Fear,46391.421875,38672657013
2021-09-10,46.0,Fear,44883.91015625,39154666597
2021-09-11,31.0,Fear,45201.45703125,34499835245
2021-09-12,32.0,Fear,46063.26953125,27881980161
2021-09-13,44.0,Fear,44963.07421875,40969943253
2021-09-14,30.0,Fear,47092.4921875,38652152880
2021-09-15,49.0,Neutral,48176.34765625,30484496466
2021-09-16,53.0,Neutral,47783.359375,31764293754
2021-09-17,48.0,Neutral,47267.51953125,28727713711
2021-09-18,50.0,Neutral,48278.36328125,28575630451
2021-09-19,53.0,Neutral,47260.21875,26967722648
2021-09-20,50.0,Neutral,42843.80078125,43909845642
2021-09-21,27.0,Fear,40693.67578125,48701090088
2021-09-22,21.0,Extreme Fear,43574.5078125,38139709246
2021-09-23,27.0,Fear,44895.09765625,34244064430
2021-09-24,33.0,Fear,42839.75,42839345714
2021-09-25,28.0,Fear,42716.59375,31604717236
2021-09-26,27.0,Fear,43208.5390625,30661222077
2021-09-27,26.0,Fear,42235.73046875,30980029059
2021-09-28,25.0,Extreme Fear,41034.54296875,30214940550
2021-09-29,24.0,Extreme Fear,41564.36328125,30602359905
2021-09-30,20.0,Extreme Fear,43790.89453125,31141681925
2021-10-01,27.0,Fear,48116.94140625,42850641582
2021-10-02,54.0,Neutral,47711.48828125,30614346492
2021-10-03,49.0,Neutral,48199.953125,26638115879
2021-10-04,54.0,Neutral,49112.90234375,33383173002
2021-10-05,59.0,Greed,51514.8125,35873904236
2021-10-06,68.0,Greed,55361.44921875,49034730168
2021-10-07,76.0,Extreme Greed,53805.984375,36807860413
2021-10-08,74.0,Greed,53967.84765625,34800873924
2021-10-09,72.0,Greed,54968.22265625,32491211414
2021-10-10,71.0,Greed,54771.578125,39527792364
2021-10-11,71.0,Greed,57484.7890625,42637331698
2021-10-12,78.0,Extreme Greed,56041.05859375,41083758949
2021-10-13,70.0,Greed,57401.09765625,41684252783
2021-10-14,70.0,Greed,57321.5234375,36615791366
2021-10-15,71.0,Greed,61593.94921875,51780081801
2021-10-16,78.0,Extreme Greed,60892.1796875,34250964237
2021-10-17,79.0,Extreme Greed,61553.6171875,29032367511
2021-10-18,78.0,Extreme Greed,62026.078125,38055562075
2021-10-19,75.0,Greed,64261.9921875,40471196346
2021-10-20,82.0,Extreme Greed,65992.8359375,40788955582
2021-10-21,84.0,Extreme Greed,62210.171875,45908121370
2021-10-22,75.0,Greed,60692.265625,38434082775
2021-10-23,74.0,Greed,61393.6171875,26882546034
2021-10-24,73.0,Greed,60930.8359375,27316183882
2021-10-25,72.0,Greed,63039.82421875,31064911614
2021-10-26,76.0,Extreme Greed,60363.79296875,34878965587
2021-10-27,73.0,Greed,58482.38671875,43657076893
2021-10-28,66.0,Greed,60622.13671875,45257083247
2021-10-29,70.0,Greed,62227.96484375,36856881767
2021-10-30,73.0,Greed,61888.83203125,32157938616
2021-10-31,74.0,Greed,61318.95703125,32241199927
2021-11-01,74.0,Greed,61004.40625,36150572843
2021-11-02,73.0,Greed,63226.40234375,37746665647
2021-11-03,76.0,Extreme Greed,62970.046875,36124731509
2021-11-04,73.0,Greed,61452.23046875,32615846901
2021-11-05,73.0,Greed,61125.67578125,30605102446
2021-11-06,71.0,Greed,61527.48046875,29094934221
2021-11-07,73.0,Greed,63326.98828125,24726754302
2021-11-08,75.0,Greed,67566.828125,41125608330
2021-11-09,84.0,Extreme Greed,66971.828125,42357991721
2021-11-10,75.0,Greed,64995.23046875,48730828378
2021-11-11,77.0,Extreme Greed,64949.9609375,35880633236
2021-11-12,74.0,Greed,64155.94140625,36084893887
2021-11-13,72.0,Greed,64469.52734375,30474228777
2021-11-14,74.0,Greed,65466.83984375,25122092191
2021-11-15,72.0,Greed,63557.87109375,30558763548
2021-11-16,71.0,Greed,60161.24609375,46844335592
2021-11-17,52.0,Neutral,60368.01171875,39178392930
2021-11-18,54.0,Neutral,56942.13671875,41388338699
2021-11-19,34.0,Fear,58119.578125,38702407772
2021-11-20,43.0,Fear,59697.1953125,30624264863
2021-11-21,49.0,Neutral,58730.4765625,26123447605
2021-11-22,50.0,Neutral,56289.2890625,35036121783
2021-11-23,33.0,Fear,57569.07421875,37485803899
2021-11-24,42.0,Fear,56280.42578125,36635566789
2021-11-25,32.0,Fear,57274.6796875,34284016248
2021-11-26,47.0,Neutral,53569.765625,41810748221
2021-11-27,21.0,Extreme Fear,54815.078125,30560857714
2021-11-28,27.0,Fear,57248.45703125,28116886357
2021-11-29,33.0,Fear,57806.56640625,32370840356
2021-11-30,40.0,Fear,57005.42578125,36708594618
2021-12-01,34.0,Fear,57229.828125,36858195307
2021-12-02,32.0,Fear,56477.81640625,32379968686
2021-12-03,31.0,Fear,53598.24609375,39789134215
2021-12-04,25.0,Extreme Fear,49200.703125,61385677469
2021-12-05,18.0,Extreme Fear,49368.84765625,37198201161
2021-12-06,16.0,Extreme Fear,50582.625,37707308001
2021-12-07,25.0,Extreme Fear,50700.0859375,33676814852
2021-12-08,28.0,Fear,50504.796875,28479699446
2021-12-09,29.0,Fear,47672.12109375,29603577251
2021-12-10,24.0,Extreme Fear,47243.3046875,30966005122
2021-12-11,16.0,Extreme Fear,49362.5078125,25775869261
2021-12-12,27.0,Fear,50098.3359375,21939223599
2021-12-13,28.0,Fear,46737.48046875,32166727776
2021-12-14,21.0,Extreme Fear,46612.6328125,34638619079
2021-12-15,28.0,Fear,48896.72265625,36541828520
2021-12-16,29.0,Fear,47665.42578125,27268150947
2021-12-17,23.0,Extreme Fear,46202.14453125,32902725329
2021-12-18,24.0,Extreme Fear,46848.77734375,26098292690
2021-12-19,29.0,Fear,46707.015625,25154053861
2021-12-20,25.0,Extreme Fear,46880.27734375,30961902129
2021-12-21,27.0,Fear,48936.61328125,27055803928
2021-12-22,45.0,Fear,48628.51171875,24447979559
2021-12-23,34.0,Fear,50784.5390625,28223878108
2021-12-24,41.0,Fear,50822.1953125,24367912228
2021-12-25,39.0,Fear,50429.859375,19030650914
2021-12-26,37.0,Fear,50809.515625,20964372926
2021-12-27,40.0,Fear,50640.41796875,24324345758
2021-12-28,41.0,Fear,47588.85546875,33430376883
2021-12-29,27.0,Fear,46444.7109375,30049226299
2021-12-30,22.0,Extreme Fear,47178.125,26686491018
2021-12-31,28.0,Fear,46306.4453125,36974172400
2022-01-01,21.0,Extreme Fear,47686.8125,24582667004
2022-01-02,29.0,Fear,47345.21875,27951569547
2022-01-03,29.0,Fear,46458.1171875,33071628362
2022-01-04,23.0,Extreme Fear,45897.57421875,42494677905
2022-01-05,24.0,Extreme Fear,43569.00390625,36851084859
2022-01-06,15.0,Extreme Fear,43160.9296875,30208048289
2022-01-07,18.0,Extreme Fear,41557.90234375,84196607520
2022-01-08,10.0,Extreme Fear,41733.94140625,28066355845
2022-01-09,23.0,Extreme Fear,41911.6015625,21294384372
2022-01-10,23.0,Extreme Fear,41821.26171875,32104232331
2022-01-11,21.0,Extreme Fear,42735.85546875,26327648900
2022-01-12,22.0,Extreme Fear,43949.1015625,33499938689
2022-01-13,21.0,Extreme Fear,42591.5703125,47691135082
2022-01-14,21.0,Extreme Fear,43099.69921875,23577403399
2022-01-15,23.0,Extreme Fear,43177.3984375,18371348298
2022-01-16,21.0,Extreme Fear,43113.87890625,17902097845
2022-01-17,22.0,Extreme Fear,42250.55078125,21690904261
2022-01-18,24.0,Extreme Fear,42375.6328125,22417209227
2022-01-19,24.0,Extreme Fear,41744.328125,23091543258
2022-01-20,24.0,Extreme Fear,40680.41796875,20382033940
2022-01-21,19.0,Extreme Fear,36457.31640625,43011992031
2022-01-22,13.0,Extreme Fear,35030.25,39714385405
